candidate,arch_0,arch_1,arch_2,arch_3,arch_4
"RODRIGUEZ, ATTY. VIC (IND) [23]",0.22796068210553566,0.21553619884703823,0.14841681233477275,0.23130279157897327,0.3096154797983784
"LAMBINO, RAUL (PDPLBN) [24]",0.24698201430815594,0.24449630077799633,0.18103594643822069,0.2691312752443155,0.38416472200315244
"TOLENTINO, FRANCIS TOL (PFP) [25]",0.34971306403104696,0.32665538146768885,0.14050451030004804,0.2480548485792588,0.3591302497466292
"ONG, DOC WILLIE (AKSYON) [26]",0.18490519398972746,0.07142618076335225,0.1143088819124966,0.08450133101091187,0.1475857567981408
"HINLO, JAYVEE (PDPLBN) [27]",0.2384164331408084,0.23938051402728802,0.17105840743434758,0.26367480855232134,0.38336324862781357
"HONASAN, GRINGO (RP) [28]",0.12268330340781257,0.05696025020568275,0.034741087770475375,0.054820228569654225,0.09816135811117875
"ESPIRITU, LUKE (PLM) [29]",0.12816249498109264,0.031622174308040374,0.17167284654495923,0.0846134791428812,0.0611447537853785
"MATA, DOC MARITES (IND) [30]",0.1920943695904311,0.18123414161841606,0.10267290167809465,0.19694252131854986,0.2971359528946828
"QUIBOLOY, APOLLO (IND) [31]",0.18107435251487197,0.18512912026962156,0.15027385521637918,0.20482951820654655,0.2880343605309707
"CASIÑO, TEDDY (MKBYN) [32]",0.10667457301025018,0.026573015845019275,0.13176252310101294,0.06452434692243893,0.050786806933424446
"BROSAS, ARLENE (MKBYN) [33]",0.09851729841256052,0.021308331187069447,0.12209752345335909,0.055974263041299425,0.045403059601077
"DE GUZMAN, KA LEODY (PLM) [34]",0.08965678222666261,0.015751735228201377,0.10984182752488308,0.04543132912733753,0.04023906270342032
"RAMOS, DANILO (MKBYN) [35]",0.08973055328461199,0.012485467698033126,0.10471457135833594,0.037279186959691166,0.03899782969233626
"MAZA, LIZA (MKBYN) [36]",0.08976841879932726,0.017356536417095076,0.11006754894070847,0.0477107255294655,0.0406278582987694
"QUERUBIN, ARIEL PORFIRIO (NP) [37]",0.06991122211036253,0.047416023600275685,0.017234168760912383,0.04567956806350038,0.0543195687859864
"MATULA, ATTY. SONNY (WPP) [38]",0.08547977279051114,0.020330284186016262,0.10255030709070916,0.04901597781861944,0.04277215271988622
"ARAMBULO, RONNEL (MKBYN) [39]",0.08765756699305662,0.011580005858462927,0.10332937539723468,0.03621463217551942,0.03734317411753841
"CASTRO, TEACHER FRANCE (MKBYN) [40]",0.07969500874387886,0.011682649709913834,0.09667356280963248,0.036221398747987694,0.03454691839965506
"DE ALBAN,ATTORNEY ANGELO (IND) [41]",0.05541582162140809,0.009594995639518239,0.05344073897470042,0.01585183633864757,0.028177180366917708
"BALLON, ROBERTO (IND) [42]",0.04832985759200775,0.006795639711760628,0.052991409358615134,0.015111396552749519,0.02242985563809614
